"pan_number","status"
"YOXO64508V","Invalid PAN"
"JWUDJ6597B","Valid PAN"
"IHFWK0330O","Invalid PAN"
"DQVEO8247D","Valid PAN"
"AFIQ65533I","Invalid PAN"
"IXMTL4236M","Valid PAN"
"RLVLY1359O","Valid PAN"
"ADRJT4163S","Valid PAN"
"YOCFS4699H","Invalid PAN"
"GQSH53514O","Invalid PAN"
"KOQYB4110Q","Invalid PAN"
"CXSPQ6053V","Valid PAN"
"XLL5318","Invalid PAN"
"NXDVS3793O","Valid PAN"
"ECUAJ76717T","Invalid PAN"
"FGHLB49402R","Invalid PAN"
"WVJEZ098!H","Invalid PAN"
"LIRLF3568L","Valid PAN"
"EGKET5977O","Invalid PAN"
"ZVNTB13540F","Invalid PAN"
"BTWDR5636P","Valid PAN"
"RLBJJ5940K","Invalid PAN"
"YEJXV3733K","Invalid PAN"
"VPKE45387F","Invalid PAN"
"CLKJW81284N","Invalid PAN"
"QIAPY9732D","Valid PAN"
"HEFPJ34747G","Invalid PAN"
"KCWXL5557B","Invalid PAN"
"AJZXA9659R","Valid PAN"
"MOOZ45528N","Invalid PAN"
"QBYSH5725I","Valid PAN"
"BSDLM9103N","Valid PAN"
"DOKFO889!F","Invalid PAN"
"KKWNA4909T","Invalid PAN"
"HVCNX121!N","Invalid PAN"
"URHFJ4792A","Valid PAN"
"YQJXE6147J","Valid PAN"
"QCV2747","Invalid PAN"
"PUDTH7636J","Valid PAN"
"QCBWM0364U","Valid PAN"
"CUXDM0797Y","Valid PAN"
"YZW4666","Invalid PAN"
"LPS4561","Invalid PAN"
"LSJNM0572P","Valid PAN"
"WVS2403","Invalid PAN"
"NSXZF3296V","Valid PAN"
"SAPNT5392N","Valid PAN"
"IEOZG2763L","Valid PAN"
"TFH1199","Invalid PAN"
"CRQYW358!R","Invalid PAN"
"ZZVMR753!Z","Invalid PAN"
"BXMHV31983W","Invalid PAN"
"UBRZT3006U","Invalid PAN"
"MXAWL6200H","Invalid PAN"
"GEBTC8006G","Invalid PAN"
"HFJRW56928X","Invalid PAN"
"XTP0675","Invalid PAN"
"ASBCR4790M","Valid PAN"
"ORYRP4123Y","Valid PAN"
"TRF8637","Invalid PAN"
"BTWKB7683G","Valid PAN"
"GRJFK4715R","Valid PAN"
"SAPKQ8198W","Valid PAN"
"MYLCF5018B","Valid PAN"
"OMHKX6138E","Valid PAN"
"UMUOM4933U","Invalid PAN"
"ZMWTF2638P","Valid PAN"
"TUWLT242!Z","Invalid PAN"
"UPEPV4443R","Invalid PAN"
"WKQIK62335G","Invalid PAN"
"OXXBN818!F","Invalid PAN"
"QOVRR6814F","Invalid PAN"
"SHUBA2483L","Valid PAN"
"MPYNF5815C","Valid PAN"
"QOV1170","Invalid PAN"
"VYXVC3733K","Invalid PAN"
"UYBOZ0971M","Valid PAN"
"WUVN24916S","Invalid PAN"
"VUYE17749K","Invalid PAN"
"QOJZP57362B","Invalid PAN"
"BEUKW8903W","Valid PAN"
"CYVQ96674Z","Invalid PAN"
"YQU6575","Invalid PAN"
"DNYFU3141C","Valid PAN"
"OQRXO2788Q","Invalid PAN"
"PROOI4999W","Invalid PAN"
"UEVLG4314E","Valid PAN"
"CKVAI3035Y","Valid PAN"
"YQVCP7834O","Valid PAN"
"BUKBZ0357C","Valid PAN"
"INE4579","Invalid PAN"
"DNGYM1458D","Valid PAN"
"WCVMP06886S","Invalid PAN"
"FDZZH88669A","Invalid PAN"
"KZPM28954J","Invalid PAN"
"XIWRR9573W","Invalid PAN"
"RUQNV9887G","Invalid PAN"
"KXWH51752C","Invalid PAN"
"AUGOM8323I","Valid PAN"
"AFTAE008!M","Invalid PAN"
"DSOOK0697S","Invalid PAN"
"BQUKR1817S","Valid PAN"
"YXLF29235Z","Invalid PAN"
"EPRP00596Q","Invalid PAN"
"XCDDB6767R","Invalid PAN"
"PKTZY1659V","Valid PAN"
"NFGHR0431S","Valid PAN"
"UYFXB1280W","Valid PAN"
"VSGZJ1644X","Invalid PAN"
"IPGUQ8740N","Valid PAN"
"UDXOX5180L","Valid PAN"
"YDRDQ88724E","Invalid PAN"
"PAW8141","Invalid PAN"
"EOAYM0137M","Valid PAN"
"PEPUT3009Y","Invalid PAN"
"NLETG0737K","Valid PAN"
"TNZ0351","Invalid PAN"
"KAKG74851W","Invalid PAN"
"BFX4776","Invalid PAN"
"RAHAI7340C","Valid PAN"
"HKIZJ2087N","Valid PAN"
"RBHRP9421E","Valid PAN"
"IMHSR59741K","Invalid PAN"
"DSNU10086I","Invalid PAN"
"NPNBR81965W","Invalid PAN"
"NUTLL3993B","Invalid PAN"
"DIWWL64404E","Invalid PAN"
"HCVSO7562Z","Valid PAN"
"RBWAC927!N","Invalid PAN"
"YFEFA7171F","Valid PAN"
"PIEPB2001C","Invalid PAN"
"UGDNV0888G","Invalid PAN"
"KLNFP67643K","Invalid PAN"
"EODXF3632C","Valid PAN"
"JZTDI241!G","Invalid PAN"
"WNKRG7240U","Valid PAN"
"FLACW9671D","Valid PAN"
"QELSL5913L","Valid PAN"
"BVXU53422Q","Invalid PAN"
"QSH3525","Invalid PAN"
"RROXU3393U","Invalid PAN"
"ZXDKA3201H","Valid PAN"
"NFH6778","Invalid PAN"
"XIR9046","Invalid PAN"
"XCGXC355!R","Invalid PAN"
"BLN2162","Invalid PAN"
"QIBWG5225Y","Invalid PAN"
"ORQX20541S","Invalid PAN"
"ZGCGB9658U","Valid PAN"
"JLZAU8494H","Valid PAN"
"YAKKZ691!Y","Invalid PAN"
"WES9985","Invalid PAN"
"EPRSH833!R","Invalid PAN"
"VMODD929!J","Invalid PAN"
"ULUAK5232Y","Valid PAN"
"AWHOH2871K","Valid PAN"
"ZNILF7383M","Valid PAN"
"EXXWD0523M","Invalid PAN"
"HYDQD706!N","Invalid PAN"
"GXXMX720!G","Invalid PAN"
"RGIN99153W","Invalid PAN"
"EXMWH7684V","Valid PAN"
"XEUWT5271Y","Valid PAN"
"TKSZK99603D","Invalid PAN"
"IOH3498","Invalid PAN"
"KQEAK8171I","Valid PAN"
"LLUBB6385B","Invalid PAN"
"WLFJZ8018S","Valid PAN"
"BICHP4485Z","Invalid PAN"
"RBSX77958Q","Invalid PAN"
"YIKRF7887W","Invalid PAN"
"IJYOU734!E","Invalid PAN"
"TYYPD3426A","Invalid PAN"
"SNDNI1962N","Valid PAN"
"HZHCD9014Y","Valid PAN"
"OJXTF759!D","Invalid PAN"
"BTJ2338","Invalid PAN"
"ZNLE17164S","Invalid PAN"
"WPXGO5465H","Valid PAN"
"KTFNT871!P","Invalid PAN"
"DGCMS2138Z","Valid PAN"
"KAV0209","Invalid PAN"
"MHFQP8630I","Valid PAN"
"NWGWL0030I","Invalid PAN"
"UZJEB0339L","Invalid PAN"
"WIXWF3126V","Valid PAN"
"QTM5829","Invalid PAN"
"HVWVI9428D","Valid PAN"
"IPW2050","Invalid PAN"
"MEEGY2334Q","Invalid PAN"
"TSFTQ88720Y","Invalid PAN"
"DUN7397","Invalid PAN"
"PDLWC002!M","Invalid PAN"
"PCKZ11351O","Invalid PAN"
"YMORQ9620J","Valid PAN"
"OIEML428!J","Invalid PAN"
"KZWSQ7385J","Valid PAN"
"TDV1829","Invalid PAN"
"HALQN135!J","Invalid PAN"
"CEZNO7264G","Valid PAN"
"AJJLI397!Y","Invalid PAN"
"ARXV51643D","Invalid PAN"
"ERDO02319V","Invalid PAN"
"NANII9758N","Invalid PAN"
"QIZMG7880T","Invalid PAN"
"YKXSU6073R","Valid PAN"
"GLQXA2566P","Invalid PAN"
"OMWLU9326L","Valid PAN"
"SRLNX8150R","Valid PAN"
"HBNYT4614I","Valid PAN"
"KEMCQ031!F","Invalid PAN"
"FKFBD4790T","Valid PAN"
"ONGQD0027K","Invalid PAN"
"JHO1049","Invalid PAN"
"UHYWQ35604I","Invalid PAN"
"DNECP1982V","Valid PAN"
"LZLLR79140F","Invalid PAN"
"DSOYS1265V","Valid PAN"
"PQG0098","Invalid PAN"
"RZULS4615J","Valid PAN"
"AXWCT7800W","Invalid PAN"
"QCREF606!K","Invalid PAN"
"OJXZG9550D","Invalid PAN"
"BVZTP5309R","Valid PAN"
"BKJ2638","Invalid PAN"
"HTUTS5085P","Valid PAN"
"CYLOO413!J","Invalid PAN"
"FLGDQ763!O","Invalid PAN"
"TZFXO9510K","Valid PAN"
"IMJQF4986W","Valid PAN"
"RZIKJ2005W","Invalid PAN"
"CKHIO9763P","Valid PAN"
"NEAEB482!G","Invalid PAN"
"ZLRRP8506Y","Invalid PAN"
"WOQBI23148R","Invalid PAN"
"FULIY6724U","Valid PAN"
"ITCOD4076V","Valid PAN"
"KKXD16749P","Invalid PAN"
"JIEGW6217E","Valid PAN"
"NHHGG6188T","Invalid PAN"
"LTBXM9212N","Valid PAN"
"SPDAH1489J","Valid PAN"
"AQUBJ9851C","Valid PAN"
"IKTYE6766D","Invalid PAN"
"HCNHA7665J","Invalid PAN"
"VIFO42445K","Invalid PAN"
"UEVPT7150W","Valid PAN"
"YHAFC4907Z","Valid PAN"
"KSBF16250E","Invalid PAN"
"YIFWQ06521I","Invalid PAN"
"ALXFC05489Y","Invalid PAN"
"UYPJN7695Y","Valid PAN"
"WWQ2828","Invalid PAN"
"QKIZR0233K","Invalid PAN"
"TYPE49818V","Invalid PAN"
"FDISN122!I","Invalid PAN"
"UHPJW0146P","Valid PAN"
"BUQVM45952N","Invalid PAN"
"GTUFE7047W","Valid PAN"
"BBLDX0305V","Invalid PAN"
"WVQBA8716F","Valid PAN"
"XSK0093","Invalid PAN"
"YRV5217","Invalid PAN"
"INBXG3296H","Valid PAN"
"MZCQU0035E","Invalid PAN"
"LFCBC328!M","Invalid PAN"
"WAIMT6305N","Valid PAN"
"CSSIV4173D","Invalid PAN"
"RNKNU4703U","Valid PAN"
"JEO0064","Invalid PAN"
"DQIKY1963O","Valid PAN"
"DSOLE1287S","Valid PAN"
"NAFQJ3441M","Invalid PAN"
"FNB3956","Invalid PAN"
"RCTNQ7299Z","Invalid PAN"
"PREXI2929H","Valid PAN"
"MVIDM9054I","Valid PAN"
"GYZVN440!I","Invalid PAN"
"JWRJK2730N","Valid PAN"
"DIQAN8614P","Valid PAN"
"EJQYB9226M","Invalid PAN"
"SSSEM68347P","Invalid PAN"
"VUXFZ4579F","Valid PAN"
"IMFIQ7401L","Valid PAN"
"WRFXE5848T","Valid PAN"
"JLRVN560!W","Invalid PAN"
"OJWLS1202Q","Valid PAN"
"BJUOF0381J","Valid PAN"
"JWT3682","Invalid PAN"
"PQJHU42470G","Invalid PAN"
"CRVAR4072B","Valid PAN"
"MMSAJ4426C","Invalid PAN"
"MGES52860U","Invalid PAN"
"EDVXC73958B","Invalid PAN"
"DVA5257","Invalid PAN"
"IVNYK1921Y","Valid PAN"
"DGMVR6394B","Valid PAN"
"XOSXT3248L","Valid PAN"
"SINT24382M","Invalid PAN"
"MHH1705","Invalid PAN"
"PKDZU6493O","Valid PAN"
"KAMEN6448B","Invalid PAN"
"PBQ6219","Invalid PAN"
"GLFUI10623E","Invalid PAN"
"DKQOI4314D","Valid PAN"
"LRGDW6884F","Invalid PAN"
"YFEGT32536X","Invalid PAN"
"IMHTC5866L","Invalid PAN"
"PWRUO1112R","Invalid PAN"
"FMESO7919R","Valid PAN"
"JHLD33371K","Invalid PAN"
"SHQKU6511J","Invalid PAN"
"SPWU77192V","Invalid PAN"
"XEXYX9775N","Invalid PAN"
"KEKMO720!O","Invalid PAN"
"FFS3008","Invalid PAN"
"GSBSK0760E","Valid PAN"
"CWOYR4781A","Valid PAN"
"KVIPP6035Q","Invalid PAN"
"AYAJ41463K","Invalid PAN"
"UPDCO053!W","Invalid PAN"
"MHHXS1702E","Invalid PAN"
"CUBKL7802B","Valid PAN"
"KAKCA0106Y","Valid PAN"
"RNFBW65816E","Invalid PAN"
"DSZ4187","Invalid PAN"
"AYWSB7824E","Valid PAN"
"RDUFI21227S","Invalid PAN"
"KZJGP16267V","Invalid PAN"
"SCKFQ2078N","Valid PAN"
"AOZRX971!V","Invalid PAN"
"VLKZN35831Q","Invalid PAN"
"NPRFN5671X","Valid PAN"
"BRJIB456!L","Invalid PAN"
"VLWYC3181I","Valid PAN"
"FCJBY230!C","Invalid PAN"
"OKLCM8882W","Invalid PAN"
"PJSDG6793G","Valid PAN"
"MEGIY8241A","Valid PAN"
"YAFHX7378O","Valid PAN"
"XQRNX4019J","Valid PAN"
"RCVIR1845E","Valid PAN"
"EHEPU68490P","Invalid PAN"
"SJYRH034!M","Invalid PAN"
"NXBQE3990A","Invalid PAN"
"OJTDF0743B","Valid PAN"
"ZVGCT7572B","Valid PAN"
"EIGNV4232S","Valid PAN"
"PIGZN08339Z","Invalid PAN"
"LDQNK959!N","Invalid PAN"
"QZLUS4310Z","Valid PAN"
"RNEFO7370L","Valid PAN"
"BPAD35717H","Invalid PAN"
"GTWOZ0024F","Invalid PAN"
"MKSFU67247M","Invalid PAN"
"TOFI25653J","Invalid PAN"
"IKEY46015U","Invalid PAN"
"EJAS98253A","Invalid PAN"
"PIMIQ436!B","Invalid PAN"
"EQLVA291!H","Invalid PAN"
"SRMHC0918D","Valid PAN"
"WZHMF0596R","Valid PAN"
"IDWQA32994T","Invalid PAN"
"LZYHE67631T","Invalid PAN"
"ATZ6558","Invalid PAN"
"VODBL235!V","Invalid PAN"
"FVTD16610F","Invalid PAN"
"ZEZKR2671Z","Valid PAN"
"YXKVV636!P","Invalid PAN"
"CAGOG2566A","Invalid PAN"
"QKVKI8519U","Valid PAN"
"FJW5221","Invalid PAN"
"HWLAB9922Z","Invalid PAN"
"BOGXK7243C","Valid PAN"
"XCXDY951!H","Invalid PAN"
"WWOPV3054S","Invalid PAN"
"SWPL95966N","Invalid PAN"
"NBVKK3488C","Invalid PAN"
"GNOZF4211Y","Invalid PAN"
"MUDQQ021!B","Invalid PAN"
"NGWVD4032E","Valid PAN"
"NKSWH839!X","Invalid PAN"
"IRCDN1369H","Valid PAN"
"PXRJV13949P","Invalid PAN"
"RYWIL1457Z","Valid PAN"
"NGCFX505!L","Invalid PAN"
"WHYN42028L","Invalid PAN"
"AODCA1787H","Valid PAN"
"LMYVG76137K","Invalid PAN"
"YHADF607!F","Invalid PAN"
"FTDOV6914E","Valid PAN"
"GUBFL2293V","Invalid PAN"
"EHUUS5894J","Invalid PAN"
"QYHOD7622F","Invalid PAN"
"JIKNO76273H","Invalid PAN"
"VOYTW9184E","Valid PAN"
"ATCBF82936L","Invalid PAN"
"QFWRK6254B","Valid PAN"
"QYAMP9939N","Invalid PAN"
"GSI8574","Invalid PAN"
"OZWGI7071G","Valid PAN"
"CMMEZ9227Y","Invalid PAN"
"GNOBI128!C","Invalid PAN"
"DMHX88669H","Invalid PAN"
"CZFWJ2278Q","Invalid PAN"
"LEKBQ3820F","Valid PAN"
"MHGIW0773V","Invalid PAN"
"VPLEG482!N","Invalid PAN"
"WVNFN50894V","Invalid PAN"
"YRTPM222!T","Invalid PAN"
"VCMEA9876W","Valid PAN"
"HHMGU5321O","Invalid PAN"
"OKMUF7005P","Invalid PAN"
"HRG8378","Invalid PAN"
"GOLXM6765C","Valid PAN"
"VTEOA64925M","Invalid PAN"
"ITQSE0187L","Valid PAN"
"COOEC0186L","Invalid PAN"
"JKMUM0022O","Invalid PAN"
"ITPZR926!D","Invalid PAN"
"UYMGP1834M","Valid PAN"
"YEGRF19413E","Invalid PAN"
"HIBID75164L","Invalid PAN"
"ELABB7035F","Invalid PAN"
"WHGI83679A","Invalid PAN"
"KXGH87993R","Invalid PAN"
"RZSGW341!M","Invalid PAN"
"XIQFK3246Z","Valid PAN"
"OMRUG9712D","Valid PAN"
"BCWL61165Y","Invalid PAN"
"UPXHW1483A","Valid PAN"
"WULIP4005W","Invalid PAN"
"RLXS08920J","Invalid PAN"
"PKUTC9162P","Valid PAN"
"RYMNR3269E","Valid PAN"
"NWJZL1538A","Valid PAN"
"IUHSH61316Y","Invalid PAN"
"DEV7966","Invalid PAN"
"OMO6205","Invalid PAN"
"OXDPR4757X","Valid PAN"
"INXOA049!F","Invalid PAN"
"UARNN1917M","Invalid PAN"
"BMZ6091","Invalid PAN"
"XJKSI1215W","Valid PAN"
"WZF5128","Invalid PAN"
"HGPMM798!O","Invalid PAN"
"JFIEN64769J","Invalid PAN"
"EPVIO3635N","Valid PAN"
"CQBAH8811K","Invalid PAN"
"VDGS61445C","Invalid PAN"
"YHO5882","Invalid PAN"
"KTZXQ5563K","Invalid PAN"
"UXROA3189K","Valid PAN"
"YXNEA3036Z","Valid PAN"
"TKA7858","Invalid PAN"
"GXMGZ5208F","Valid PAN"
"JSF5066","Invalid PAN"
"CELT80761A","Invalid PAN"
"UZJDH6799N","Invalid PAN"
"MGWKD1242M","Valid PAN"
"XFTZT3338H","Invalid PAN"
"FLI0379","Invalid PAN"
"MKDRB70597I","Invalid PAN"
"JOHGQ7306F","Valid PAN"
"AZDKR234!K","Invalid PAN"
"HUPMU597!V","Invalid PAN"
"EAMND029!G","Invalid PAN"
"TTOBM7148C","Invalid PAN"
"NHEJP2447A","Invalid PAN"
"SYHCH0851R","Valid PAN"
"PWUUI8222N","Invalid PAN"
"VZQGU3345B","Invalid PAN"
"XDREV6103B","Valid PAN"
"BVQHK3628C","Valid PAN"
"IWVTD9921C","Invalid PAN"
"IYYCD3857B","Invalid PAN"
"KMKJ03651T","Invalid PAN"
"BJDK33368G","Invalid PAN"
"ORDFY74945N","Invalid PAN"
"MSLMG45605W","Invalid PAN"
"DVBJR5448F","Invalid PAN"
"EKIBI785!N","Invalid PAN"
"LTCWZ4647L","Valid PAN"
"FXSYQ9337Y","Invalid PAN"
"ALWJU538!I","Invalid PAN"
"FLSCH6082O","Valid PAN"
"XLFA90836G","Invalid PAN"
"DANFN842!G","Invalid PAN"
"BSOOH5780V","Invalid PAN"
"KJRUH2711I","Invalid PAN"
"VSF0782","Invalid PAN"
"QIVYK5438Q","Valid PAN"
"SMUYC1990N","Invalid PAN"
"DMQJK1705U","Valid PAN"
"KYFBD0072J","Invalid PAN"
"EOTVL7359R","Valid PAN"
"DOTZN1236Y","Valid PAN"
"DPVBI0633B","Invalid PAN"
"ALEVN282!E","Invalid PAN"
"QFRIF7809L","Valid PAN"
"HDEMA357!L","Invalid PAN"
"HNQJZ9488I","Invalid PAN"
"ONSWT4101S","Valid PAN"
"LFOGV694!V","Invalid PAN"
"KYYOS9658X","Invalid PAN"
"IKXUJ8268K","Valid PAN"
"QUGUP44646K","Invalid PAN"
"JXARG720!T","Invalid PAN"
"HBXKL80041Z","Invalid PAN"
"VHNIO0339L","Invalid PAN"
"XIMKZ5658I","Valid PAN"
"SLQ8289","Invalid PAN"
"SRYVM5107N","Valid PAN"
"TWWWT6347M","Invalid PAN"
"IWVXR4225I","Invalid PAN"
"VXJCJ918!M","Invalid PAN"
"PAYAI3875H","Valid PAN"
"YRXFQ908!X","Invalid PAN"
"PYXNR5311W","Invalid PAN"
"QAFMX7897C","Valid PAN"
"DCQ0983","Invalid PAN"
"ZRWCM224!Y","Invalid PAN"
"QXJGI5127J","Valid PAN"
"OHCNC0578H","Valid PAN"
"OEHTQ81618U","Invalid PAN"
"XIZGW63915X","Invalid PAN"
"XKFB01122B","Invalid PAN"
"PPPPP61306R","Invalid PAN"
"MTKK32818S","Invalid PAN"
"GUKIB03901E","Invalid PAN"
"OYTUF9031L","Valid PAN"
"KRBAJ0992G","Invalid PAN"
"RMIOJ1346W","Valid PAN"
"YRYM62132I","Invalid PAN"
"KSLAS0132N","Valid PAN"
"ONVLW9014E","Valid PAN"
"SNGA85280K","Invalid PAN"
"YDJOE067!V","Invalid PAN"
"UXMLU5147U","Valid PAN"
"XDFLH2818R","Valid PAN"
"KISGP49333D","Invalid PAN"
"CUUQL2975F","Invalid PAN"
"FAIOM1588V","Invalid PAN"
"FAKWJ6852S","Valid PAN"
"QQLKS4741S","Invalid PAN"
"ZSDNQ4049E","Valid PAN"
"IIQVZ6714K","Invalid PAN"
"GFUYG7931L","Valid PAN"
"BNTVE5681N","Valid PAN"
"TGADZ1296S","Valid PAN"
"QZENK4075R","Valid PAN"
"KCTQ80411I","Invalid PAN"
"SUVFD5029I","Valid PAN"
"GOYWJ89974E","Invalid PAN"
"HJKDF3111L","Invalid PAN"
"LSZTP6314B","Valid PAN"
"EONY88929G","Invalid PAN"
"DAVGR3197U","Valid PAN"
"VUUND0790Z","Invalid PAN"
"ARTWG4989B","Valid PAN"
"XWYXC9734L","Valid PAN"
"VNOY94221W","Invalid PAN"
"EGIWL4245T","Valid PAN"
"FBTJF6069Q","Valid PAN"
"GGUNY38819R","Invalid PAN"
"PBYNX4702C","Valid PAN"
"XFLV00600R","Invalid PAN"
"GYQCC7916S","Invalid PAN"
"NZDUE2020L","Valid PAN"
"EHBMK9965H","Invalid PAN"
"DJQPV08894D","Invalid PAN"
"FWXYO8323R","Valid PAN"
"FZEVP8846B","Invalid PAN"
"ETYLM0205O","Valid PAN"
"OXMIM4644Q","Invalid PAN"
"HPGAV6716Z","Valid PAN"
"YLXPP1689Z","Invalid PAN"
"MRIMR0483G","Valid PAN"
"VUEXC9794O","Valid PAN"
"FOCMS23119B","Invalid PAN"
"HUDPJ13144E","Invalid PAN"
"ROBAD2511C","Invalid PAN"
"KZTLX1025K","Valid PAN"
"SXTGJ308!S","Invalid PAN"
"WGGGA98758L","Invalid PAN"
"EHKYM14953U","Invalid PAN"
"CFBIJ2228Z","Invalid PAN"
"RWUZV7065M","Valid PAN"
"YWATQ8010Q","Valid PAN"
"JLEZF2405D","Valid PAN"
"RMWPM7581W","Valid PAN"
"MFCNU8454U","Valid PAN"
"HYJ2350","Invalid PAN"
"PPV3725","Invalid PAN"
"XBGBV4932E","Valid PAN"
"ZSM2461","Invalid PAN"
"COEZH14875B","Invalid PAN"
"FESBZ76416W","Invalid PAN"
"UGBKB644!G","Invalid PAN"
"XTIHE191!Y","Invalid PAN"
"DOKUK6658W","Invalid PAN"
"MIQSB06497A","Invalid PAN"
"GTRAK4456W","Invalid PAN"
"UKQQS01117C","Invalid PAN"
"TFOCE8403S","Valid PAN"
"NWSER7552L","Invalid PAN"
"MHYEC5305O","Valid PAN"
"WIEHC0651A","Valid PAN"
"RKEGM4997Y","Invalid PAN"
"GEWVQ3183R","Valid PAN"
"HHBFC8648O","Invalid PAN"
"TEXVU3209G","Valid PAN"
"GGFG73358E","Invalid PAN"
"ONXDU5091A","Valid PAN"
"SKZC44942R","Invalid PAN"
"MJSKQ0319B","Valid PAN"
"XUSQT872!P","Invalid PAN"
"SNLAW88860E","Invalid PAN"
"LGRFT5194M","Valid PAN"
"IDYY74402X","Invalid PAN"
"CGU6155","Invalid PAN"
"WFC0107","Invalid PAN"
"KKSCX3031V","Invalid PAN"
"SDUJT0146W","Valid PAN"
"DLS0459","Invalid PAN"
"MVIWT8119H","Invalid PAN"
"FDJL67848K","Invalid PAN"
"BPB4795","Invalid PAN"
"QJAAE512!V","Invalid PAN"
"ZPJC13727N","Invalid PAN"
"ZUKDA0445P","Invalid PAN"
"AZSBZ9469C","Valid PAN"
"CWLSD3594D","Valid PAN"
"GQWOQ7388P","Invalid PAN"
"SHNWD5536G","Invalid PAN"
"CIRDF5788A","Invalid PAN"
"ZDTNX5434G","Valid PAN"
"PHFUP9956Z","Invalid PAN"
"VDPAP8119K","Invalid PAN"
"DYBUN56560E","Invalid PAN"
"XJSYU439!B","Invalid PAN"
"LUTYU3321E","Invalid PAN"
"RQKXY8515G","Valid PAN"
"WMZ4122","Invalid PAN"
"YVZO88009X","Invalid PAN"
"BQARP4514O","Valid PAN"
"IKHCG5338H","Invalid PAN"
"QVBIU6162A","Valid PAN"
"LEKIR0403W","Valid PAN"
"NELT42358Y","Invalid PAN"
"DTHCD2133U","Invalid PAN"
"NMHBI5828H","Valid PAN"
"CNDRM6589K","Valid PAN"
"VWATC4900U","Invalid PAN"
"XGWIK20346P","Invalid PAN"
"CMZZW2182G","Invalid PAN"
"AMQE21494D","Invalid PAN"
"YEBMZ7799C","Invalid PAN"
"LNWTD4930M","Valid PAN"
"RYFWE57361R","Invalid PAN"
"RNNXS2524J","Invalid PAN"
"CJJDO9912X","Invalid PAN"
"WIAVS4931U","Valid PAN"
"KWNSR8952S","Valid PAN"
"WLEGH766!B","Invalid PAN"
"HXHBX0575R","Valid PAN"
"XRUSH9382X","Valid PAN"
"NMDC68730R","Invalid PAN"
"BBQGJ9116I","Invalid PAN"
"KZSLD1041C","Valid PAN"
"JJSNU1241S","Invalid PAN"
"DNADI35371H","Invalid PAN"
"AKRKT2427M","Valid PAN"
"SYCIM4005X","Invalid PAN"
"RHMFN2169W","Valid PAN"
"BVCAZ6024X","Valid PAN"
"QTDW20250X","Invalid PAN"
"DRDHX3810G","Valid PAN"
"WJCYM5753N","Valid PAN"
"YINIE2330Z","Invalid PAN"
"IIV5946","Invalid PAN"
"PLTBI77404M","Invalid PAN"
"BKNVN5592I","Invalid PAN"
"ALDID7718Q","Invalid PAN"
"HXZEZ9746C","Valid PAN"
"AHXAM8672S","Valid PAN"
"JMNNJ39906J","Invalid PAN"
"ZZZOF6749E","Invalid PAN"
"YOQHY73508W","Invalid PAN"
"AUG0205","Invalid PAN"
"GTNBH398!B","Invalid PAN"
"YUZQE1238H","Valid PAN"
"NINXS249!L","Invalid PAN"
"EUAEE3611V","Invalid PAN"
"IEUQJ1741E","Valid PAN"
"XUNQZ5163D","Valid PAN"
"EVSPX51809M","Invalid PAN"
"LBCYS4313Q","Valid PAN"
"HDBZS0816E","Valid PAN"
"KQNCN2557W","Invalid PAN"
"EDEIL0539P","Valid PAN"
"PTGFV2742G","Valid PAN"
"DZGT99359A","Invalid PAN"
"YHFLG3476E","Valid PAN"
"BGPHZ5847J","Valid PAN"
"REHC75829C","Invalid PAN"
"MVMQK0659Y","Valid PAN"
"YXRXC0760X","Valid PAN"
"MWRG76425E","Invalid PAN"
"HVC2524","Invalid PAN"
"OIEBN0423F","Valid PAN"
"QMNIT3163G","Valid PAN"
"NPKKC0640V","Invalid PAN"
"XIMKB5029A","Valid PAN"
"EEVOE9236I","Invalid PAN"
"XLDNP0998I","Invalid PAN"
"DVJ1868","Invalid PAN"
"RFLQR7822J","Invalid PAN"
"JUMTX8797J","Valid PAN"
"WWQTR0996P","Invalid PAN"
"RVNS15754Z","Invalid PAN"
"ALGTE2735H","Valid PAN"
"OOSIR670!J","Invalid PAN"
"WYAEC4559O","Invalid PAN"
"FAQGL0133X","Invalid PAN"
"VOCF81379W","Invalid PAN"
"TAKVT321!A","Invalid PAN"
"GIBAI7832U","Valid PAN"
"PFPVR0542Z","Valid PAN"
"VUL5365","Invalid PAN"
"IAFCE706!V","Invalid PAN"
"RSEL11293W","Invalid PAN"
"WDOFU3380H","Invalid PAN"
"UCTIO2471Z","Valid PAN"
"IJJ1973","Invalid PAN"
"YLRZ74114N","Invalid PAN"
"VXRXN5072Y","Valid PAN"
"PYQYA2651N","Valid PAN"
"ADWKM52373S","Invalid PAN"
"WXVKW1634Y","Valid PAN"
"ZSPKZ3249L","Valid PAN"
"OPT3040","Invalid PAN"
"TDVNI9096P","Valid PAN"
"RGZCT0485M","Valid PAN"
"KOACZ1020P","Valid PAN"
"HDSGW6799E","Invalid PAN"
"YDTXZ7771V","Invalid PAN"
"TMOWC9710U","Valid PAN"
"VVOOG5177Y","Invalid PAN"
"EOTPY6062N","Valid PAN"
"UCAZ35578F","Invalid PAN"
"MUEZC9165V","Valid PAN"
"AVCNL59005G","Invalid PAN"
"DNX6048","Invalid PAN"
"CLTQE667!O","Invalid PAN"
"MYN0970","Invalid PAN"
"RJXZL9970O","Invalid PAN"
"SBHVQ3870W","Valid PAN"
"EAZKD8516S","Valid PAN"
"TIYCW2107R","Valid PAN"
